ethnic_sentiment,rural,unemployed,male,education,age,age_sq,dist_match,post_victory,country_match_fe,country_year_fe,language_year_id,future_victory,day,month,dayweek
National and ethnic ids equal,1,0,0,0,36,1296,-2,1,5423,56,215,0,13,10,1
National id only,1,1,1,4,24,576,-3,1,5423,56,215,0,14,10,2
National id only,0,0,0,3,38,1444,-2,1,5423,56,215,0,13,10,1
National and ethnic ids equal,0,1,1,5,21,441,-3,1,5423,56,215,0,14,10,2
National and ethnic ids equal,1,0,1,4,38,1444,-3,1,5423,56,215,0,14,10,2
National id only,1,1,0,2,30,900,-3,1,5423,56,215,0,14,10,2
National id only,0,1,1,3,42,1764,-1,1,5423,56,215,0,12,10,0
National id only,0,1,1,4,24,576,-3,1,5423,56,221,0,14,10,2
National id only,0,0,0,3,54,2916,-3,1,5423,56,221,0,14,10,2
National id more than ethnic,0,0,1,6,25,625,-1,1,5423,56,274,0,12,10,0
National and ethnic ids equal,1,0,0,4,18,324,-1,1,5423,56,274,0,12,10,0
Ethnic id only,0,0,1,4,18,324,-2,1,5423,56,283,0,13,10,1
National id only,0,0,1,3,39,1521,-1,1,5423,56,294,0,12,10,0
National and ethnic ids equal,0,0,0,7,51,2601,-1,1,5423,56,294,0,12,10,0
National id only,0,0,0,2,34,1156,-3,1,5423,56,294,0,14,10,2
National id only,0,0,0,2,36,1296,-1,1,5423,56,305,0,12,10,0
National and ethnic ids equal,1,1,0,4,46,2116,-3,1,5423,56,305,0,14,10,2
National and ethnic ids equal,0,1,1,7,19,361,-3,1,5423,56,305,0,14,10,2
National and ethnic ids equal,0,0,1,4,19,361,-2,1,5423,56,305,0,13,10,1
National id only,0,1,1,7,24,576,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,1,0,0,4,23,529,-1,1,5423,56,305,0,12,10,0
National id only,0,1,0,7,25,625,-3,1,5423,56,305,0,14,10,2
National and ethnic ids equal,0,0,0,4,20,400,-3,1,5423,56,305,0,14,10,2
National id only,0,1,1,4,23,529,-2,1,5423,56,305,0,13,10,1
National id only,1,1,0,2,32,1024,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,1,0,1,3,27,729,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,0,0,1,3,67,4489,-2,1,5423,56,305,0,13,10,1
National id only,1,0,0,4,18,324,-1,1,5423,56,305,0,12,10,0
National and ethnic ids equal,1,0,0,4,27,729,-1,1,5423,56,305,0,12,10,0
National id only,1,0,1,7,28,784,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,1,1,1,2,37,1369,-1,1,5423,56,305,0,12,10,0
Ethnic id only,1,0,0,4,24,576,-1,1,5423,56,305,0,12,10,0
National and ethnic ids equal,0,1,1,8,29,841,-3,1,5423,56,305,0,14,10,2
Ethnic id more than national,1,0,1,2,47,2209,-2,1,5423,56,305,0,13,10,1
National id only,1,1,0,7,23,529,-2,1,5423,56,305,0,13,10,1
National id only,1,0,1,7,24,576,-1,1,5423,56,305,0,12,10,0
National id more than ethnic,0,1,1,8,27,729,-3,1,5423,56,305,0,14,10,2
National and ethnic ids equal,0,1,1,7,28,784,-3,1,5423,56,305,0,14,10,2
National id only,0,0,0,8,38,1444,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,1,0,1,2,59,3481,-3,1,5423,56,305,0,14,10,2
National and ethnic ids equal,1,0,0,4,54,2916,-1,1,5423,56,305,0,12,10,0
National id more than ethnic,0,1,1,8,22,484,-2,1,5423,56,305,0,13,10,1
National id only,1,0,1,0,100,10000,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,1,0,1,4,57,3249,-2,1,5423,56,305,0,13,10,1
Ethnic id more than national,1,0,1,4,18,324,-1,1,5423,56,305,0,12,10,0
Ethnic id only,1,1,1,4,35,1225,-3,1,5423,56,305,0,14,10,2
National id only,1,0,1,4,52,2704,-3,1,5423,56,305,0,14,10,2
National id only,0,0,1,4,20,400,-1,1,5423,56,305,0,12,10,0
National id more than ethnic,0,0,0,3,20,400,-3,1,5423,56,305,0,14,10,2
National and ethnic ids equal,0,0,0,2,38,1444,-1,1,5423,56,305,0,12,10,0
National and ethnic ids equal,0,1,0,2,33,1089,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,0,0,0,4,19,361,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,0,1,0,4,22,484,-3,1,5423,56,305,0,14,10,2
Ethnic id only,1,0,1,4,20,400,-3,1,5423,56,305,0,14,10,2
Ethnic id more than national,1,0,0,4,27,729,-2,1,5423,56,305,0,13,10,1
Ethnic id more than national,1,0,0,3,28,784,-1,1,5423,56,305,0,12,10,0
National and ethnic ids equal,1,1,1,5,24,576,-2,1,5423,56,305,0,13,10,1
National id only,1,0,0,3,30,900,-2,1,5423,56,305,0,13,10,1
National id only,1,0,1,5,26,676,-2,1,5423,56,305,0,13,10,1
Ethnic id only,1,0,0,3,20,400,-2,1,5423,56,305,0,13,10,1
National and ethnic ids equal,0,1,0,4,49,2401,-2,1,5423,56,305,0,13,10,1
Ethnic id more than national,1,0,1,4,28,784,-1,1,5423,56,305,0,12,10,0
National id only,1,0,0,3,49,2401,-3,1,5423,56,305,0,14,10,2
Ethnic id more than national,1,1,0,4,24,576,-2,1,5423,56,305,0,13,10,1
National id only,1,0,0,2,25,625,-2,1,5423,56,305,0,13,10,1
National id only,1,1,0,2,35,1225,-1,1,5423,56,305,0,12,10,0
National id only,0,1,0,3,24,576,-2,1,5423,56,305,0,13,10,1
National id only,0,1,0,4,36,1296,-2,1,5423,56,305,0,13,10,1
National id only,1,0,0,2,29,841,-2,1,5423,56,305,0,13,10,1
Ethnic id only,1,0,0,4,20,400,-3,1,5423,56,471,0,14,10,2
National id only,0,0,0,5,47,2209,-2,1,5423,56,471,0,13,10,1
Ethnic id only,1,0,1,4,20,400,-3,1,5423,56,471,0,14,10,2
National and ethnic ids equal,1,0,0,4,25,625,-3,1,5423,56,471,0,14,10,2
National and ethnic ids equal,0,1,1,7,24,576,-3,1,5423,56,471,0,14,10,2
National and ethnic ids equal,0,0,0,2,35,1225,-2,1,5423,56,580,0,13,10,1
National id more than ethnic,0,0,0,4,74,5476,-2,1,5423,56,580,0,13,10,1
National id only,0,0,0,5,38,1444,-1,1,5423,56,580,0,12,10,0
National id only,1,0,1,3,56,3136,-1,1,5423,56,580,0,12,10,0
Ethnic id more than national,0,0,1,0,38,1444,-3,1,5423,56,580,0,14,10,2
National id only,0,0,0,4,30,900,-3,1,5423,56,580,0,14,10,2
National id only,0,1,1,7,62,3844,-1,1,5423,56,580,0,12,10,0
National and ethnic ids equal,1,0,1,2,48,2304,-2,1,5423,56,580,0,13,10,1
Ethnic id more than national,0,1,0,4,29,841,-2,1,5423,56,580,0,13,10,1
National id only,0,0,0,2,42,1764,-1,1,5423,56,580,0,12,10,0
National id only,1,0,1,4,49,2401,-2,1,5423,56,580,0,13,10,1
National and ethnic ids equal,0,0,1,4,64,4096,-2,1,5423,56,580,0,13,10,1
National id only,0,0,1,5,27,729,-2,1,5423,56,580,0,13,10,1
National id only,0,0,0,5,63,3969,-2,1,5423,56,580,0,13,10,1
National and ethnic ids equal,1,1,1,4,49,2401,-2,1,5423,56,580,0,13,10,1
National id only,0,0,1,3,60,3600,-3,1,5423,56,580,0,14,10,2
National id only,0,0,0,4,33,1089,-2,1,5423,56,580,0,13,10,1
National id more than ethnic,1,0,0,4,60,3600,-2,1,5423,56,580,0,13,10,1
National id only,1,1,1,5,39,1521,-1,1,5423,56,580,0,12,10,0
National id only,1,0,1,5,35,1225,-1,1,5423,56,580,0,12,10,0
National id only,0,0,0,6,58,3364,-3,1,5423,56,580,0,14,10,2
Ethnic id more than national,0,0,1,0,25,625,-2,1,5423,56,580,0,13,10,1
National id only,0,0,1,3,34,1156,-2,1,5423,56,580,0,13,10,1
National id only,0,0,1,4,46,2116,-1,1,5423,56,580,0,12,10,0
National id only,0,0,0,4,18,324,-1,1,5423,56,580,0,12,10,0
Ethnic id more than national,1,0,0,0,80,6400,-2,1,5423,56,580,0,13,10,1
National and ethnic ids equal,0,0,0,2,33,1089,-3,1,5423,56,580,0,14,10,2
National id only,1,0,0,2,52,2704,-1,1,5423,56,580,0,12,10,0
National id only,0,0,0,0,70,4900,-2,1,5423,56,580,0,13,10,1
National and ethnic ids equal,0,1,0,4,28,784,-2,1,5423,56,580,0,13,10,1
National and ethnic ids equal,1,0,1,5,20,400,-1,1,5423,56,580,0,12,10,0
Ethnic id more than national,0,0,1,5,25,625,-2,1,5423,56,580,0,13,10,1
National id only,0,0,1,8,32,1024,-1,1,5423,56,580,0,12,10,0
National id only,0,0,1,6,65,4225,-3,1,5423,56,580,0,14,10,2
National id only,0,1,1,4,38,1444,-1,1,5423,56,580,0,12,10,0
National id only,1,0,0,4,42,1764,-1,1,5423,56,580,0,12,10,0
National id only,0,0,1,6,35,1225,-2,1,5423,56,580,0,13,10,1
National id only,0,1,0,7,29,841,-3,1,5423,56,593,0,14,10,2
National id only,0,0,0,3,32,1024,-2,1,5423,56,593,0,13,10,1
National id only,0,1,0,4,35,1225,-3,1,5423,56,593,0,14,10,2
National and ethnic ids equal,0,0,1,4,41,1681,-2,1,5423,56,593,0,13,10,1
National and ethnic ids equal,1,0,0,0,30,900,-3,1,5423,56,593,0,14,10,2
National id only,1,1,1,3,42,1764,-3,1,5423,56,593,0,14,10,2
National and ethnic ids equal,1,0,0,0,23,529,-3,1,5423,56,593,0,14,10,2
National id only,0,1,1,8,30,900,-3,1,5423,56,593,0,14,10,2
National id only,1,0,1,8,44,1936,-3,1,5423,56,593,0,14,10,2
National and ethnic ids equal,1,0,1,3,37,1369,-3,1,5423,56,593,0,14,10,2
Ethnic id more than national,1,0,0,2,29,841,-3,1,5423,56,593,0,14,10,2
National and ethnic ids equal,1,0,0,4,24,576,-3,1,5423,56,593,0,14,10,2
Ethnic id more than national,1,0,1,2,50,2500,-3,1,5423,56,593,0,14,10,2
National id only,1,0,1,3,73,5329,-3,1,5423,56,593,0,14,10,2
National id only,1,0,0,2,19,361,-3,1,5423,56,626,0,14,10,2
National id more than ethnic,1,0,1,7,25,625,-3,1,5423,56,626,0,14,10,2
Ethnic id only,1,0,1,3,40,1600,-3,1,5423,56,626,0,14,10,2
Ethnic id only,1,0,0,4,32,1024,-3,1,5423,56,626,0,14,10,2
National id only,1,1,1,4,40,1600,-3,1,5423,56,626,0,14,10,2
National id only,1,0,0,4,46,2116,-3,1,5423,56,626,0,14,10,2
National and ethnic ids equal,1,0,0,0,60,3600,-3,1,5423,56,626,0,14,10,2
Ethnic id more than national,1,0,0,2,27,729,-3,1,5423,56,626,0,14,10,2
National id only,0,0,1,4,28,784,-1,1,5423,56,626,0,12,10,0
National id only,1,0,1,2,50,2500,-3,1,5423,56,626,0,14,10,2
National id only,1,0,1,5,63,3969,-3,1,5423,56,626,0,14,10,2
National and ethnic ids equal,1,1,0,4,22,484,-1,1,5423,56,640,0,12,10,0
National and ethnic ids equal,1,0,0,4,23,529,-1,1,5423,56,640,0,12,10,0
National id more than ethnic,1,0,1,4,32,1024,-2,1,5423,56,640,0,13,10,1
National id only,0,0,1,4,49,2401,-2,1,5423,56,640,0,13,10,1
National and ethnic ids equal,1,0,1,4,20,400,-2,1,5423,56,640,0,13,10,1
National and ethnic ids equal,1,1,0,3,23,529,-2,1,5423,56,640,0,13,10,1
National and ethnic ids equal,1,1,0,0,19,361,-2,1,5423,56,640,0,13,10,1
National and ethnic ids equal,1,0,1,4,24,576,-2,1,5423,56,640,0,13,10,1
National id only,1,1,1,4,19,361,-1,1,5423,56,640,0,12,10,0
National and ethnic ids equal,1,0,1,4,39,1521,-1,1,5423,56,640,0,12,10,0
National id only,1,1,1,4,21,441,-2,1,5423,56,640,0,13,10,1
National id only,1,0,0,4,31,961,-1,1,5423,56,754,0,12,10,0
National id only,1,0,1,2,59,3481,-1,1,5423,56,755,0,12,10,0
National id only,1,0,1,4,18,324,-1,1,5423,56,755,0,12,10,0
National id only,1,0,0,3,26,676,-1,1,5423,56,755,0,12,10,0
National id only,1,0,1,2,19,361,-1,1,5423,56,755,0,12,10,0
National id only,0,0,0,0,64,4096,-3,1,5423,56,755,0,14,10,2
National and ethnic ids equal,1,0,0,0,40,1600,-2,1,5423,56,755,0,13,10,1
National id only,0,1,0,7,22,484,-1,1,5423,56,755,0,12,10,0
Ethnic id more than national,1,1,1,8,23,529,-1,1,5423,56,755,0,12,10,0
Ethnic id more than national,1,0,0,5,27,729,-1,1,5423,56,755,0,12,10,0
National id only,1,0,0,3,23,529,-1,1,5423,56,755,0,12,10,0
National id only,0,0,0,0,45,2025,-3,1,5423,56,755,0,14,10,2
National id only,0,1,1,5,48,2304,15,0,128,3,19,1,23,8,5
National id only,1,0,0,4,37,1369,6,0,128,3,19,1,1,9,0
National id only,1,0,1,5,21,441,3,0,128,3,19,1,4,9,3
Ethnic id more than national,1,1,0,2,24,576,14,0,2791,30,20,0,24,8,0
National id only,1,0,1,6,52,2704,3,0,128,3,19,1,4,9,3
National id only,1,0,1,4,43,1849,7,0,128,3,19,1,31,8,6
National and ethnic ids equal,1,0,0,0,47,2209,2,0,4182,39,23,0,27,2,1
National id only,1,0,0,4,23,529,9,0,128,3,25,1,29,8,4
National id more than ethnic,1,1,1,2,41,1681,3,0,4182,39,27,0,26,2,0
National id only,1,0,0,4,36,1296,15,0,128,3,25,1,23,8,5
National id only,1,1,0,6,20,400,10,0,128,3,25,1,28,8,3
National and ethnic ids equal,1,0,0,4,26,676,9,0,2791,30,26,0,29,8,5
National id only,1,0,1,4,23,529,9,0,128,3,25,1,29,8,4
Ethnic id only,1,0,0,3,28,784,9,0,128,3,25,1,29,8,4
National id only,1,0,1,2,23,529,9,0,128,3,25,1,29,8,4
National id only,1,0,1,6,42,1764,11,0,128,3,25,1,27,8,2
National id only,0,0,0,6,29,841,11,0,128,3,25,1,27,8,2
National id only,1,0,1,6,26,676,10,0,128,3,25,1,28,8,3
National id more than ethnic,1,0,1,4,31,961,9,0,2791,30,26,0,29,8,5
National id only,1,0,1,2,64,4096,10,0,128,3,25,1,28,8,3
National id only,0,0,0,2,28,784,5,0,128,3,25,1,2,9,1
National id only,1,1,1,2,20,400,10,0,128,3,25,1,28,8,3
National id only,1,0,0,2,22,484,10,0,128,3,25,1,28,8,3
National id only,1,0,0,2,23,529,6,0,128,3,25,1,1,9,0
National id only,0,0,0,4,25,625,6,0,128,3,25,1,1,9,0
National id only,1,0,1,4,54,2916,8,0,128,3,25,1,30,8,5
National id only,0,0,0,4,52,2704,5,0,128,3,25,1,2,9,1
National id only,1,1,1,4,32,1024,13,0,128,3,25,1,25,8,0
National and ethnic ids equal,1,0,0,3,45,2025,9,0,2791,30,26,0,29,8,5
National id only,1,0,0,6,24,576,9,0,128,3,25,1,29,8,4
National id only,1,0,0,6,27,729,7,0,128,3,25,1,31,8,6
National id only,1,0,0,6,23,529,11,0,128,3,25,1,27,8,2
National id only,1,0,0,2,51,2601,7,0,128,3,25,1,31,8,6
National id only,1,0,1,4,40,1600,9,0,128,3,25,1,29,8,4
Ethnic id more than national,0,1,0,1,45,2025,8,0,2791,30,26,0,30,8,6
National id only,1,0,1,6,58,3364,6,0,128,3,25,1,1,9,0
National id only,1,0,0,3,24,576,7,0,128,3,25,1,31,8,6
National id only,1,0,0,2,24,576,10,0,128,3,25,1,28,8,3
National id more than ethnic,0,0,1,2,24,576,15,0,2791,30,26,0,23,8,6
Ethnic id more than national,1,0,0,2,19,361,9,0,2791,30,26,0,29,8,5
National and ethnic ids equal,1,0,1,6,43,1849,9,0,2791,30,26,0,29,8,5
National id only,1,0,1,3,23,529,9,0,128,3,25,1,29,8,4
National id only,1,0,1,4,58,3364,6,0,128,3,25,1,1,9,0
National id only,1,0,1,6,48,2304,7,0,128,3,25,1,31,8,6
National id only,1,0,1,3,54,2916,10,0,128,3,25,1,28,8,3
National id only,1,1,0,2,36,1296,7,0,128,3,25,1,31,8,6
National id only,1,1,1,2,35,1225,15,0,128,3,25,1,23,8,5
Ethnic id only,1,0,1,2,36,1296,11,0,128,3,25,1,27,8,2
National id only,1,0,0,2,38,1444,10,0,128,3,25,1,28,8,3
National and ethnic ids equal,1,1,0,4,26,676,9,0,2791,30,26,0,29,8,5
National id only,1,1,1,2,21,441,11,0,128,3,25,1,27,8,2
National id only,1,0,0,2,67,4489,9,0,128,3,25,1,29,8,4
National id more than ethnic,1,1,1,6,26,676,9,0,2791,30,26,0,29,8,5
National id only,1,0,0,3,37,1369,11,0,128,3,25,1,27,8,2
National and ethnic ids equal,1,0,1,6,36,1296,9,0,2791,30,26,0,29,8,5
National id only,1,0,0,4,32,1024,7,0,128,3,25,1,31,8,6
National and ethnic ids equal,0,0,0,4,48,2304,8,0,2791,30,26,0,30,8,6
National id only,0,0,0,2,20,400,6,0,128,3,25,1,1,9,0
National id only,1,0,1,4,24,576,10,0,128,3,25,1,28,8,3
National id only,0,0,1,6,35,1225,6,0,128,3,25,1,1,9,0
National id only,0,0,1,3,42,1764,6,0,128,3,25,1,1,9,0
National id only,1,0,0,2,49,2401,11,0,128,3,25,1,27,8,2
National id only,0,0,0,6,31,961,5,0,128,3,25,1,2,9,1
National id only,1,1,0,3,23,529,10,0,128,3,25,1,28,8,3
National id only,1,0,1,2,21,441,9,0,128,3,25,1,29,8,4
National and ethnic ids equal,1,0,0,2,30,900,9,0,2791,30,26,0,29,8,5
National id only,1,0,0,2,26,676,9,0,128,3,25,1,29,8,4
National id only,0,0,0,3,42,1764,8,0,128,3,25,1,30,8,5
National id only,1,0,1,3,40,1600,7,0,128,3,25,1,31,8,6
National id only,1,0,0,3,26,676,9,0,128,3,25,1,29,8,4
National id only,1,0,0,3,35,1225,7,0,128,3,25,1,31,8,6
National id only,1,0,0,4,35,1225,11,0,128,3,25,1,27,8,2
National and ethnic ids equal,1,1,1,3,36,1296,9,0,2791,30,26,0,29,8,5
National id only,1,0,0,3,48,2304,6,0,128,3,25,1,1,9,0
National and ethnic ids equal,1,1,0,6,28,784,9,0,2791,30,26,0,29,8,5
National id only,0,0,1,5,41,1681,5,0,128,3,25,1,2,9,1
National and ethnic ids equal,1,1,0,3,24,576,9,0,2791,30,26,0,29,8,5
National id only,1,1,0,2,23,529,15,0,128,3,25,1,23,8,5
National id only,1,0,1,2,25,625,9,0,128,3,25,1,29,8,4
National id only,1,0,1,6,32,1024,11,0,128,3,25,1,27,8,2
National id only,1,0,1,2,20,400,11,0,128,3,25,1,27,8,2
National id only,1,0,1,4,34,1156,10,0,128,3,25,1,28,8,3
National id only,1,1,1,2,18,324,11,0,128,3,25,1,27,8,2
National id only,1,0,1,4,53,2809,6,0,128,3,25,1,1,9,0
National id only,1,0,0,6,33,1089,7,0,128,3,25,1,31,8,6
Ethnic id more than national,1,0,1,4,37,1369,9,0,2791,30,26,0,29,8,5
National and ethnic ids equal,1,1,1,3,29,841,9,0,2791,30,26,0,29,8,5
National id only,1,1,1,4,54,2916,6,0,128,3,25,1,1,9,0
National id only,0,0,1,4,40,1600,5,0,128,3,25,1,2,9,1
National id only,1,0,0,4,27,729,11,0,128,3,25,1,27,8,2
National id only,0,0,1,2,62,3844,6,0,128,3,25,1,1,9,0
National id only,1,0,1,3,32,1024,7,0,128,3,25,1,31,8,6
National id only,1,0,0,2,43,1849,10,0,128,3,25,1,28,8,3
National and ethnic ids equal,0,0,1,2,67,4489,8,0,2791,30,302,0,30,8,6
National and ethnic ids equal,1,0,0,4,27,729,7,0,2791,30,302,0,31,8,0
National and ethnic ids equal,0,1,1,6,43,1849,8,0,2791,30,302,0,30,8,6
National and ethnic ids equal,1,0,0,5,43,1849,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,0,1,4,18,324,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,0,0,6,29,841,7,0,2791,30,302,0,31,8,0
National id more than ethnic,1,0,0,5,21,441,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,1,1,2,28,784,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,1,1,5,20,400,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,1,0,2,24,576,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,1,0,5,27,729,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,1,0,5,27,729,10,0,2791,30,302,0,28,8,4
Ethnic id more than national,1,1,1,2,28,784,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,1,1,4,41,1681,10,0,2791,30,302,0,28,8,4
National id more than ethnic,0,0,0,4,24,576,8,0,2791,30,302,0,30,8,6
Ethnic id more than national,1,1,0,2,27,729,10,0,2791,30,302,0,28,8,4
Ethnic id only,1,0,0,2,24,576,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,0,1,6,44,1936,7,0,2791,30,302,0,31,8,0
National and ethnic ids equal,1,1,0,3,18,324,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,0,1,4,28,784,7,0,2791,30,302,0,31,8,0
Ethnic id more than national,1,0,1,4,20,400,10,0,2791,30,302,0,28,8,4
National id more than ethnic,1,0,1,6,40,1600,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,1,0,1,6,36,1296,10,0,2791,30,302,0,28,8,4
National and ethnic ids equal,0,0,1,8,52,2704,8,0,2791,30,302,0,30,8,6
National and ethnic ids equal,1,1,1,2,51,2601,9,0,2791,30,302,0,29,8,5
National and ethnic ids equal,0,0,0,6,26,676,8,0,2791,30,302,0,30,8,6
National id only,1,0,0,5,34,1156,15,0,128,3,309,1,23,8,5
National id only,1,0,1,5,25,625,5,0,128,3,309,1,2,9,1
National id only,1,0,0,2,18,324,5,0,128,3,309,1,2,9,1
National and ethnic ids equal,0,0,1,6,30,900,2,0,4182,39,310,0,27,2,1
National id only,1,0,1,4,25,625,10,0,128,3,309,1,28,8,3
National id only,1,0,1,5,40,1600,5,0,128,3,309,1,2,9,1
National id only,1,1,0,5,23,529,9,0,128,3,309,1,29,8,4
Ethnic id only,1,1,0,3,24,576,13,0,128,3,309,1,25,8,0
National and ethnic ids equal,0,1,1,4,25,625,3,0,4182,39,310,0,26,2,0
National id only,1,0,0,0,35,1225,5,0,128,3,309,1,2,9,1
National and ethnic ids equal,0,0,1,4,25,625,3,0,4182,39,310,0,26,2,0
National id only,1,1,0,4,24,576,14,0,128,3,309,1,24,8,6
National id only,1,0,0,2,18,324,10,0,128,3,309,1,28,8,3
National id only,1,0,1,7,22,484,10,0,128,3,309,1,28,8,3
National and ethnic ids equal,0,0,1,3,39,1521,2,0,4182,39,310,0,27,2,1
National id only,1,1,1,5,31,961,10,0,128,3,309,1,28,8,3
National id only,1,1,1,4,24,576,10,0,128,3,309,1,28,8,3
National id only,1,0,0,5,22,484,10,0,128,3,309,1,28,8,3
National and ethnic ids equal,0,0,0,4,19,361,3,0,4182,39,310,0,26,2,0
National id only,1,0,0,6,24,576,10,0,128,3,309,1,28,8,3
National id only,1,1,0,4,26,676,10,0,128,3,309,1,28,8,3
National id only,0,1,1,8,24,576,11,0,128,3,309,1,27,8,2
National id only,1,0,0,2,23,529,10,0,128,3,309,1,28,8,3
National and ethnic ids equal,1,1,1,4,40,1600,1,0,4182,39,310,0,28,2,2
National id only,1,0,1,5,33,1089,5,0,128,3,309,1,2,9,1
National and ethnic ids equal,0,1,0,4,28,784,2,0,4182,39,310,0,27,2,1
National and ethnic ids equal,0,0,0,6,30,900,2,0,4182,39,310,0,27,2,1
National id only,1,1,0,0,27,729,10,0,128,3,309,1,28,8,3
National id only,1,0,1,4,29,841,10,0,128,3,309,1,28,8,3
National id only,1,0,0,0,35,1225,13,0,128,3,398,1,25,8,0
National id only,1,0,0,2,26,676,10,0,128,3,398,1,28,8,3
Ethnic id only,1,1,0,4,20,400,11,0,128,3,398,1,27,8,2
National id only,1,0,1,0,32,1024,11,0,128,3,398,1,27,8,2
National id only,1,0,1,2,26,676,11,0,128,3,398,1,27,8,2
National id only,1,0,0,2,21,441,7,0,128,3,422,1,31,8,6
National id only,1,0,0,3,28,784,3,0,128,3,422,1,4,9,3
National id only,1,0,1,3,40,1600,4,0,128,3,422,1,3,9,2
National id only,1,0,1,3,30,900,7,0,128,3,422,1,31,8,6
National id only,0,0,0,2,24,576,5,0,128,3,422,1,2,9,1
National and ethnic ids equal,0,0,0,4,18,324,8,0,2791,30,475,0,30,8,6
National and ethnic ids equal,1,1,1,6,29,841,14,0,2791,30,475,0,24,8,0
National and ethnic ids equal,0,0,1,7,26,676,10,0,2791,30,475,0,28,8,4
National and ethnic ids equal,1,0,1,4,60,3600,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,0,1,4,35,1225,9,0,2791,30,495,0,29,8,5
Ethnic id more than national,1,1,1,3,23,529,10,0,2791,30,495,0,28,8,4
Ethnic id only,1,0,1,0,29,841,5,0,128,3,494,1,2,9,1
National id only,1,0,1,4,31,961,5,0,128,3,494,1,2,9,1
National id only,1,1,0,3,33,1089,10,0,128,3,494,1,28,8,3
National id only,1,0,1,3,25,625,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,1,1,1,4,55,3025,10,0,2791,30,495,0,28,8,4
Ethnic id only,1,0,0,2,26,676,12,0,2791,30,495,0,26,8,2
National id only,1,0,0,2,43,1849,9,0,2791,30,495,0,29,8,5
National id only,1,0,0,2,31,961,13,0,128,3,494,1,25,8,0
National id only,1,1,0,3,38,1444,7,0,128,3,494,1,31,8,6
National id only,1,0,1,2,20,400,15,0,128,3,494,1,23,8,5
National id only,0,1,0,6,32,1024,11,0,2791,30,495,0,27,8,3
National id only,1,0,0,0,19,361,11,0,128,3,494,1,27,8,2
National and ethnic ids equal,1,1,0,2,20,400,13,0,2791,30,495,0,25,8,1
National id only,1,1,0,2,30,900,9,0,128,3,494,1,29,8,4
Ethnic id only,1,1,0,2,42,1764,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,0,1,1,2,80,6400,11,0,2791,30,495,0,27,8,3
National id only,1,1,1,0,27,729,9,0,128,3,494,1,29,8,4
National and ethnic ids equal,1,0,0,4,27,729,13,0,2791,30,495,0,25,8,1
National id only,1,1,0,2,41,1681,9,0,128,3,494,1,29,8,4
National id only,0,1,0,2,30,900,12,0,128,3,494,1,26,8,1
National id only,1,0,0,0,61,3721,5,0,128,3,494,1,2,9,1
National and ethnic ids equal,1,0,1,5,48,2304,14,0,2791,30,495,0,24,8,0
National id only,1,0,0,0,50,2500,15,0,128,3,494,1,23,8,5
National id only,0,0,1,6,29,841,6,0,128,3,494,1,1,9,0
National and ethnic ids equal,1,0,0,6,22,484,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,1,0,1,5,40,1600,15,0,2791,30,495,0,23,8,6
National and ethnic ids equal,0,0,1,5,37,1369,12,0,2791,30,495,0,26,8,2
National and ethnic ids equal,1,0,1,1,77,5929,10,0,2791,30,495,0,28,8,4
National and ethnic ids equal,1,1,1,2,42,1764,10,0,2791,30,495,0,28,8,4
National id only,1,0,1,8,24,576,14,0,2791,30,495,0,24,8,0
National id only,1,0,0,4,28,784,8,0,128,3,494,1,30,8,5
National id only,0,0,1,4,23,529,11,0,2791,30,495,0,27,8,3
Ethnic id only,1,0,0,4,52,2704,8,0,2791,30,495,0,30,8,6
National and ethnic ids equal,1,1,1,0,31,961,13,0,2791,30,495,0,25,8,1
National id only,1,0,0,1,32,1024,10,0,128,3,494,1,28,8,3
National and ethnic ids equal,1,0,0,0,45,2025,13,0,2791,30,495,0,25,8,1
National and ethnic ids equal,0,0,1,5,28,784,11,0,2791,30,495,0,27,8,3
National id only,1,0,1,4,33,1089,14,0,128,3,494,1,24,8,6
National and ethnic ids equal,1,0,1,2,48,2304,14,0,2791,30,495,0,24,8,0
