ethnic_sentiment,rural,unemployed,male,education,age,age_sq,dist_match,post_victory,country_match_fe,country_year_fe,language_year_id,future_victory,day,month,dayweek
Ethnic id only,0,0,1,4,40,1600,11,0,2547,27,271,1,21,5,3
Ethnic id more than national,1,0,1,5,31,961,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,1,0,1,4,44,1936,3,0,4596,46,273,0,18,1,5
Ethnic id more than national,0,0,0,1,18,324,13,0,2547,27,271,1,19,5,1
National id more than ethnic,0,0,0,5,20,400,8,0,2547,27,271,1,24,5,6
National id more than ethnic,0,0,1,5,26,676,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,0,0,0,3,35,1225,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,0,1,1,4,25,625,13,0,2547,27,271,1,19,5,1
National id more than ethnic,0,0,1,6,33,1089,4,0,1386,15,270,1,31,8,3
National and ethnic ids equal,1,0,0,0,30,900,-1,1,1386,15,270,0,5,9,1
National id only,1,0,1,6,30,900,13,0,2547,27,271,1,19,5,1
National and ethnic ids equal,0,0,0,1,65,4225,4,0,1386,15,270,1,31,8,3
Ethnic id more than national,1,0,0,0,30,900,-2,1,1386,15,270,0,6,9,2
National id only,1,0,0,0,40,1600,15,0,2547,27,271,1,17,5,6
National id only,1,0,0,2,47,2209,13,0,2547,27,271,1,19,5,1
National and ethnic ids equal,0,1,1,4,31,961,1,0,1386,15,270,1,3,9,6
National and ethnic ids equal,0,0,0,7,23,529,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,1,1,1,1,31,961,15,0,2547,27,271,1,17,5,6
Ethnic id only,1,1,0,1,30,900,1,0,1386,15,270,1,3,9,6
National and ethnic ids equal,1,0,1,2,22,484,1,0,1386,15,270,1,3,9,6
Ethnic id only,0,1,0,4,20,400,5,0,1386,15,270,1,30,8,2
National and ethnic ids equal,0,0,1,4,38,1444,14,0,2547,27,271,1,18,5,0
National and ethnic ids equal,1,0,1,5,22,484,10,0,2547,27,271,1,22,5,4
Ethnic id only,1,0,1,1,32,1024,-1,1,1386,15,270,0,5,9,1
National and ethnic ids equal,1,0,0,1,23,529,10,0,2547,27,271,1,22,5,4
Ethnic id more than national,0,0,0,0,75,5625,-4,1,1386,15,270,0,8,9,4
National and ethnic ids equal,0,1,1,7,32,1024,2,0,1386,15,270,1,2,9,5
National and ethnic ids equal,0,0,0,5,30,900,-4,1,1386,15,270,0,8,9,4
National and ethnic ids equal,1,0,1,1,25,625,8,0,2547,27,271,1,24,5,6
National and ethnic ids equal,1,0,1,5,30,900,-2,1,1386,15,270,0,6,9,2
National id more than ethnic,0,0,1,6,28,784,8,0,2547,27,271,1,24,5,6
National and ethnic ids equal,0,0,0,1,19,361,4,0,1386,15,270,1,31,8,3
National and ethnic ids equal,0,0,0,4,23,529,10,0,2547,27,271,1,22,5,4
Ethnic id more than national,1,0,0,0,20,400,-1,1,1386,15,270,0,5,9,1
National and ethnic ids equal,1,0,0,1,27,729,14,0,2547,27,271,1,18,5,0
National and ethnic ids equal,0,0,0,6,25,625,2,0,1386,15,270,1,2,9,5
National and ethnic ids equal,0,0,1,6,28,784,8,0,2547,27,271,1,24,5,6
National and ethnic ids equal,0,0,0,6,26,676,11,0,2547,27,271,1,21,5,3
National id more than ethnic,1,1,1,3,18,324,13,0,2547,27,271,1,19,5,1
National and ethnic ids equal,1,0,1,5,35,1225,1,0,1386,15,270,1,3,9,6
National id more than ethnic,1,0,1,4,24,576,13,0,2547,27,271,1,19,5,1
National id more than ethnic,1,0,1,1,52,2704,14,0,2547,27,271,1,18,5,0
Ethnic id more than national,0,1,0,2,27,729,12,0,2547,27,271,1,20,5,2
Ethnic id more than national,0,0,1,3,45,2025,15,0,2547,27,271,1,17,5,6
National id more than ethnic,0,0,1,6,39,1521,11,0,2547,27,271,1,21,5,3
National id only,1,0,0,0,27,729,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,1,1,1,4,24,576,10,0,2547,27,271,1,22,5,4
Ethnic id more than national,0,0,0,1,28,784,13,0,2547,27,271,1,19,5,1
National id only,1,1,0,3,20,400,13,0,2547,27,271,1,19,5,1
Ethnic id more than national,1,0,0,0,21,441,-6,1,1386,15,270,0,10,9,6
National and ethnic ids equal,0,0,0,1,32,1024,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,1,0,1,1,56,3136,13,0,2547,27,271,1,19,5,1
National and ethnic ids equal,0,0,1,3,54,2916,11,0,2547,27,271,1,21,5,3
Ethnic id more than national,0,0,1,6,32,1024,4,0,1386,15,270,1,31,8,3
Ethnic id more than national,0,1,0,6,20,400,14,0,2547,27,271,1,18,5,0
Ethnic id more than national,1,0,0,0,25,625,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,1,1,1,1,20,400,13,0,2547,27,271,1,19,5,1
Ethnic id more than national,0,0,1,1,31,961,4,0,1386,15,270,1,31,8,3
National and ethnic ids equal,1,0,0,4,28,784,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,0,0,0,4,19,361,2,0,1386,15,270,1,2,9,5
National id only,0,1,1,9,35,1225,2,0,1386,15,270,1,2,9,5
Ethnic id more than national,1,0,1,6,22,484,1,0,1386,15,270,1,3,9,6
Ethnic id more than national,0,1,0,3,21,441,4,0,1386,15,270,1,31,8,3
National and ethnic ids equal,1,1,1,1,19,361,7,0,2547,27,271,1,25,5,0
National id more than ethnic,0,0,0,2,56,3136,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,1,0,0,0,30,900,1,0,1386,15,270,1,3,9,6
Ethnic id more than national,1,0,0,1,22,484,1,0,1386,15,270,1,3,9,6
National and ethnic ids equal,0,0,1,6,24,576,5,0,1386,15,270,1,30,8,2
National id more than ethnic,1,0,1,2,50,2500,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,1,0,0,5,19,361,12,0,2547,27,271,1,20,5,2
National id only,1,0,1,0,60,3600,-5,1,1386,15,270,0,9,9,5
National and ethnic ids equal,0,1,0,5,28,784,2,0,1386,15,270,1,2,9,5
Ethnic id more than national,1,0,1,6,23,529,1,0,1386,15,270,1,3,9,6
National id only,1,0,0,4,23,529,13,0,2547,27,271,1,19,5,1
Ethnic id more than national,1,0,0,5,24,576,9,0,2547,27,271,1,23,5,5
National id more than ethnic,1,0,0,3,25,625,1,0,1386,15,270,1,3,9,6
Ethnic id more than national,1,0,0,1,20,400,12,0,2547,27,271,1,20,5,2
National id only,1,0,0,1,34,1156,13,0,2547,27,271,1,19,5,1
Ethnic id only,1,0,0,0,30,900,1,0,1386,15,270,1,3,9,6
National and ethnic ids equal,0,0,1,8,48,2304,11,0,2547,27,271,1,21,5,3
National id more than ethnic,1,0,1,1,60,3600,14,0,2547,27,271,1,18,5,0
National and ethnic ids equal,0,0,0,1,35,1225,13,0,2547,27,271,1,19,5,1
Ethnic id only,0,0,0,3,40,1600,2,0,1386,15,270,1,2,9,5
National and ethnic ids equal,1,0,1,7,26,676,-1,1,1386,15,270,0,5,9,1
National and ethnic ids equal,1,0,0,3,21,441,12,0,2547,27,271,1,20,5,2
Ethnic id more than national,0,0,1,0,50,2500,14,0,2547,27,271,1,18,5,0
Ethnic id only,1,0,0,0,28,784,10,0,2547,27,271,1,22,5,4
Ethnic id more than national,1,0,0,1,20,400,7,0,2547,27,271,1,25,5,0
National and ethnic ids equal,1,0,1,4,19,361,-1,1,1386,15,270,0,5,9,1
National and ethnic ids equal,0,0,1,2,50,2500,12,0,2547,27,271,1,20,5,2
Ethnic id more than national,1,0,1,4,19,361,-1,1,1386,15,270,0,5,9,1
Ethnic id more than national,1,0,0,3,36,1296,1,0,1386,15,270,1,3,9,6
National id only,0,0,0,6,18,324,4,0,1386,15,270,1,31,8,3
Ethnic id more than national,1,0,0,2,29,841,14,0,2547,27,271,1,18,5,0
National id more than ethnic,1,0,0,1,25,625,11,0,2547,27,271,1,21,5,3
National id only,1,1,0,4,18,324,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,1,1,0,4,20,400,11,0,2547,27,271,1,21,5,3
National id only,1,0,0,2,42,1764,15,0,2547,27,271,1,17,5,6
Ethnic id only,1,0,0,0,20,400,2,0,1386,15,270,1,2,9,5
Ethnic id more than national,1,0,0,1,35,1225,2,0,1386,15,270,1,2,9,5
Ethnic id more than national,1,0,1,1,27,729,-5,1,1386,15,270,0,9,9,5
National and ethnic ids equal,0,0,0,1,33,1089,15,0,2547,27,271,1,17,5,6
Ethnic id only,1,1,0,3,20,400,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,0,1,0,5,26,676,14,0,2547,27,271,1,18,5,0
Ethnic id more than national,0,0,0,0,30,900,-4,1,1386,15,270,0,8,9,4
National id only,1,0,0,2,27,729,14,0,2547,27,271,1,18,5,0
Ethnic id more than national,1,0,0,2,25,625,7,0,2547,27,271,1,25,5,0
National id more than ethnic,0,1,1,3,21,441,10,0,2547,27,271,1,22,5,4
National id more than ethnic,1,0,1,6,25,625,-2,1,1386,15,270,0,6,9,2
National id only,0,1,0,2,26,676,13,0,2547,27,271,1,19,5,1
Ethnic id more than national,1,0,0,1,18,324,-6,1,1386,15,270,0,10,9,6
National and ethnic ids equal,1,0,1,1,54,2916,13,0,2547,27,271,1,19,5,1
National id only,1,1,1,0,54,2916,14,0,2547,27,271,1,18,5,0
Ethnic id only,1,1,0,0,45,2025,1,0,1386,15,270,1,3,9,6
National id only,0,0,1,0,55,3025,4,0,1386,15,270,1,31,8,3
National id only,0,0,1,6,27,729,15,0,2547,27,271,1,17,5,6
Ethnic id more than national,1,0,0,4,20,400,8,0,2547,27,271,1,24,5,6
National id only,1,0,0,4,25,625,13,0,2547,27,271,1,19,5,1
National and ethnic ids equal,1,0,0,3,20,400,8,0,2547,27,271,1,24,5,6
National and ethnic ids equal,0,1,1,4,25,625,15,0,2547,27,271,1,17,5,6
Ethnic id more than national,1,0,0,1,20,400,11,0,2547,27,271,1,21,5,3
National id more than ethnic,0,0,1,3,44,1936,15,0,2547,27,271,1,17,5,6
National id only,0,0,0,0,40,1600,4,0,1386,15,270,1,31,8,3
National id more than ethnic,0,0,1,3,21,441,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,1,0,0,6,22,484,11,0,2547,27,271,1,21,5,3
National id more than ethnic,0,0,1,4,28,784,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,1,0,0,1,22,484,-1,1,1386,15,270,0,5,9,1
National and ethnic ids equal,1,0,0,5,29,841,3,0,4596,46,273,0,18,1,5
National and ethnic ids equal,0,0,0,5,20,400,5,0,1386,15,270,1,30,8,2
National and ethnic ids equal,1,0,1,4,18,324,11,0,2547,27,271,1,21,5,3
National id only,0,0,1,6,32,1024,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,0,0,0,1,50,2500,7,0,2547,27,271,1,25,5,0
Ethnic id only,1,0,0,1,41,1681,3,0,1386,15,270,1,1,9,4
National id only,0,0,0,0,30,900,8,0,2547,27,271,1,24,5,6
Ethnic id more than national,0,0,1,0,65,4225,14,0,2547,27,271,1,18,5,0
Ethnic id only,0,0,0,0,45,2025,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,0,0,1,7,18,324,4,0,1386,15,270,1,31,8,3
National id more than ethnic,1,1,0,3,20,400,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,1,0,0,4,29,841,11,0,2547,27,271,1,21,5,3
National id only,1,1,1,6,24,576,13,0,2547,27,271,1,19,5,1
National id only,0,0,0,5,41,1681,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,1,0,0,1,26,676,10,0,2547,27,271,1,22,5,4
National and ethnic ids equal,0,0,1,4,19,361,11,0,2547,27,271,1,21,5,3
National id only,1,0,0,1,40,1600,14,0,2547,27,271,1,18,5,0
Ethnic id more than national,1,0,1,5,68,4624,-2,1,1386,15,270,0,6,9,2
National and ethnic ids equal,1,0,1,3,37,1369,2,0,4596,46,273,0,19,1,6
National and ethnic ids equal,1,0,1,5,46,2116,13,0,2547,27,271,1,19,5,1
Ethnic id more than national,1,0,0,0,43,1849,14,0,2547,27,271,1,18,5,0
National and ethnic ids equal,1,0,1,0,60,3600,3,0,1386,15,270,1,1,9,4
National id more than ethnic,1,0,1,6,41,1681,1,0,1386,15,270,1,3,9,6
National and ethnic ids equal,0,0,1,3,55,3025,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,0,0,1,1,35,1225,1,0,1386,15,270,1,3,9,6
Ethnic id more than national,1,1,1,1,58,3364,7,0,2547,27,271,1,25,5,0
National and ethnic ids equal,0,1,0,4,20,400,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,1,0,0,5,22,484,8,0,2547,27,271,1,24,5,6
National id more than ethnic,1,0,1,5,21,441,2,0,1386,15,270,1,2,9,5
National and ethnic ids equal,0,0,0,0,23,529,3,0,1386,15,270,1,1,9,4
Ethnic id more than national,0,0,1,3,57,3249,4,0,1386,15,270,1,31,8,3
National and ethnic ids equal,1,0,0,4,19,361,1,0,1386,15,270,1,3,9,6
Ethnic id more than national,1,0,1,4,22,484,10,0,2547,27,271,1,22,5,4
National id only,0,0,0,1,32,1024,15,0,2547,27,271,1,17,5,6
National id only,1,0,1,0,37,1369,14,0,2547,27,271,1,18,5,0
National id more than ethnic,1,1,1,4,18,324,10,0,2547,27,271,1,22,5,4
National and ethnic ids equal,1,0,0,2,23,529,15,0,2547,27,271,1,17,5,6
National id more than ethnic,0,0,1,1,48,2304,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,0,0,1,9,61,3721,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,0,0,0,1,25,625,12,0,2547,27,271,1,20,5,2
Ethnic id more than national,1,0,0,5,50,2500,-2,1,1386,15,270,0,6,9,2
National id more than ethnic,0,0,1,4,28,784,15,0,2547,27,271,1,17,5,6
Ethnic id more than national,1,0,0,3,22,484,13,0,2547,27,271,1,19,5,1
National id more than ethnic,1,0,1,1,44,1936,14,0,2547,27,271,1,18,5,0
National and ethnic ids equal,1,0,1,5,38,1444,1,0,1386,15,270,1,3,9,6
National id more than ethnic,1,1,1,4,26,676,3,0,1386,15,270,1,1,9,4
National and ethnic ids equal,0,1,0,2,40,1600,3,0,1386,15,270,1,1,9,4
National id more than ethnic,1,0,0,5,20,400,15,0,2547,27,271,1,17,5,6
National and ethnic ids equal,1,0,1,6,32,1024,2,0,1386,15,270,1,2,9,5
National and ethnic ids equal,1,0,0,1,18,324,12,0,2547,27,271,1,20,5,2
Ethnic id more than national,1,0,0,3,21,441,-2,1,1386,15,270,0,6,9,2
Ethnic id more than national,1,0,0,0,20,400,12,0,2547,27,271,1,20,5,2
National and ethnic ids equal,1,0,1,5,44,1936,13,0,2547,27,271,1,19,5,1
Ethnic id more than national,1,0,0,4,19,361,13,0,2547,27,271,1,19,5,1
National and ethnic ids equal,1,0,0,2,25,625,9,0,2547,27,271,1,23,5,5
National id only,0,1,0,5,35,1225,12,0,2547,27,271,1,20,5,2
National id only,1,0,0,1,40,1600,12,0,2547,27,271,1,20,5,2
Ethnic id more than national,1,0,0,3,20,400,8,0,2547,27,271,1,24,5,6
Ethnic id more than national,1,0,1,0,44,1936,10,0,2547,27,271,1,22,5,4
National and ethnic ids equal,0,0,1,4,27,729,4,0,1386,15,270,1,31,8,3
Ethnic id more than national,0,0,0,3,27,729,4,0,1386,15,270,1,31,8,3
National and ethnic ids equal,1,0,0,0,20,400,-5,1,1386,15,270,0,9,9,5
Ethnic id more than national,0,0,1,5,29,841,4,0,1386,15,270,1,31,8,3
Ethnic id more than national,1,1,0,0,40,1600,2,0,1386,15,270,1,2,9,5
National and ethnic ids equal,1,0,1,4,27,729,13,0,2547,27,271,1,19,5,1
